time_sec,cpu_percent,memory_mb
0.05,3.20,1028.84
0.11,6.00,1028.84
0.21,4.70,1028.84
0.31,5.00,1028.84
0.41,5.20,1028.84
0.51,4.70,1028.84
0.61,5.00,1028.84
0.71,5.00,1028.84
0.81,5.00,1028.84
0.91,5.00,1028.84
1.01,5.00,1028.84
1.11,5.20,1028.84
1.21,5.00,1028.84
1.31,5.00,1028.84
1.41,4.80,1028.84
1.51,5.30,1028.84
1.61,5.00,1028.84
1.71,4.70,1028.84
1.81,5.00,1028.84
1.91,5.20,1028.84
2.01,5.00,1028.84
2.11,4.80,1028.84
2.21,5.00,1028.84
2.31,5.20,1028.84
2.41,4.80,1028.84
2.51,5.00,1028.84
2.61,5.20,1028.84
2.71,4.80,1028.84
2.81,5.20,1028.84
2.91,5.00,1028.84
3.01,4.80,1028.84
3.11,5.00,1028.84
3.21,5.20,1028.84
3.31,5.00,1028.84
3.41,5.00,1028.84
3.51,5.00,1028.84
3.61,5.00,1028.84
3.71,4.80,1028.84
3.81,5.00,1028.84
3.91,5.00,1028.84
4.01,5.20,1028.84
4.11,4.70,1028.84
4.21,5.00,1028.84
4.31,5.00,1028.84
4.41,5.20,1028.84
4.51,4.80,1028.84
4.61,5.20,1028.84
4.71,5.00,1028.84
4.81,4.70,1028.84
4.91,5.20,1028.84
5.01,5.00,1028.84
5.11,4.80,1028.84
5.21,5.00,1028.84
5.31,5.00,1028.84
5.41,5.20,1028.84
5.51,4.80,1028.84
5.61,5.00,1028.84
5.71,5.20,1028.84
5.81,4.80,1028.84
5.91,5.00,1028.84
6.01,5.00,1028.84
6.11,5.00,1028.84
6.21,5.00,1029.00
6.31,5.00,1029.00
6.41,5.00,1029.00
6.51,5.80,1029.00
6.61,5.00,1029.00
6.71,4.80,1029.00
6.81,5.20,1029.00
6.91,5.00,1029.00
7.01,5.00,1029.00
7.11,5.00,1029.00
7.21,5.00,1029.00
7.31,4.70,1029.15
7.41,5.00,1029.15
7.51,5.00,1029.15
7.61,5.00,1029.15
7.71,5.20,1029.15
7.81,5.00,1029.15
7.91,4.80,1029.15
8.01,5.00,1029.15
8.11,5.20,1029.15
8.21,5.00,1029.15
8.31,5.00,1029.31
8.41,4.80,1029.31
8.51,5.20,1029.31
8.61,4.80,1029.31
8.71,5.00,1029.31
8.81,5.20,1029.31
8.91,5.00,1029.31
9.01,5.00,1029.31
9.11,5.00,1029.31
9.21,4.70,1029.31
9.31,5.20,1029.31
9.41,4.70,1029.46
9.51,5.20,1029.46
9.61,4.70,1029.46
9.71,5.00,1029.46
9.81,5.00,1029.46
9.91,5.00,1029.46
10.01,5.50,1029.46
10.11,5.00,1029.46
10.21,5.00,1029.62
10.31,5.00,1029.62
10.41,5.00,1029.62
10.51,5.00,1029.62
10.61,5.00,1029.62
10.71,5.00,1029.62
10.81,5.00,1029.62
10.91,5.00,1029.62
11.01,5.50,1029.62
11.11,5.00,1029.62
11.21,5.00,1029.62
11.31,5.00,1029.62
11.41,5.00,1029.62
11.51,5.00,1029.62
11.61,5.00,1029.62
11.71,5.00,1029.62
11.81,5.00,1029.62
11.91,5.00,1029.62
12.01,5.00,1029.62
12.11,5.00,1029.62
12.21,5.00,1029.62
12.31,5.00,1029.62
12.41,5.00,1029.62
12.51,5.00,1029.62
12.61,5.00,1029.62
12.71,5.00,1029.62
12.81,5.50,1029.62
12.91,5.00,1029.62
13.01,5.00,1029.62
13.11,5.00,1029.62
13.21,5.00,1029.62
13.31,5.00,1029.62
13.41,5.00,1029.62
13.51,5.00,1029.62
13.61,5.00,1029.62
13.71,5.00,1029.62
13.81,5.00,1029.62
13.91,5.00,1029.62
14.01,5.00,1029.62
14.11,5.00,1029.62
14.21,5.00,1029.62
14.31,5.00,1029.62
14.41,5.50,1029.62
14.51,5.00,1029.62
14.61,5.00,1029.62
14.71,5.00,1029.62
14.81,5.50,1029.62
14.91,5.00,1029.62
15.01,5.00,1029.62
15.11,5.00,1029.62
15.21,5.00,1029.62
15.31,5.00,1029.62
15.41,5.00,1029.62
15.51,5.00,1029.62
15.61,5.00,1029.62
15.71,5.00,1029.62
15.81,5.00,1029.62
15.91,5.00,1029.62
16.01,5.00,1029.62
16.11,5.00,1029.62
16.21,5.00,1029.62
16.31,5.00,1029.62
16.41,5.00,1029.62
16.51,5.00,1029.62
16.61,5.00,1029.62
16.71,5.00,1029.62
16.81,5.00,1029.62
16.91,5.50,1029.62
17.01,5.00,1029.62
17.11,5.00,1029.62
17.21,5.00,1029.62
17.31,5.00,1029.62
17.41,5.00,1029.62
17.51,5.00,1029.62
17.61,5.00,1029.62
17.71,5.00,1029.62
17.81,5.00,1029.62
17.91,5.00,1029.62
18.01,5.00,1029.78
18.11,5.00,1029.78
18.21,5.00,1029.78
18.31,5.00,1029.78
