time_sec,cpu_percent,memory_mb
0.04,3.80,110.59
0.13,5.30,110.59
0.21,5.00,110.59
0.31,5.00,110.59
0.41,5.00,110.59
0.51,5.00,110.59
0.61,5.00,110.59
0.71,5.00,110.59
0.81,5.00,110.59
0.91,5.00,110.59
1.01,5.00,110.59
1.11,5.00,110.59
1.21,5.00,110.59
1.31,5.00,110.59
1.41,5.00,110.59
1.51,5.00,110.59
1.61,5.00,110.59
1.71,5.00,110.59
1.81,5.00,110.59
1.91,5.00,110.59
2.01,5.00,110.59
2.11,5.00,110.59
2.21,5.00,110.59
2.31,5.00,110.59
2.41,5.00,110.59
2.51,5.00,110.59
2.61,5.00,110.59
2.71,5.00,110.59
2.81,5.00,110.59
2.91,5.00,110.59
3.01,5.00,110.59
3.11,5.00,110.59
3.21,5.00,110.59
3.31,5.00,110.59
3.41,5.00,110.59
3.51,5.00,110.59
3.61,5.00,110.59
3.71,5.00,110.59
3.81,5.00,110.59
3.91,5.00,110.59
4.01,5.00,110.59
4.11,5.00,110.59
4.21,5.00,110.59
4.31,5.00,110.59
4.41,5.00,110.59
4.51,5.00,110.59
4.61,5.00,110.59
4.71,5.00,110.59
4.81,5.00,110.59
4.91,5.00,110.59
5.01,5.00,110.59
5.11,5.00,110.59
5.21,5.00,110.59
5.31,5.00,110.59
5.41,5.00,110.59
5.51,5.00,110.59
5.61,5.00,110.59
5.71,5.00,110.59
5.81,5.00,110.59
5.91,5.00,110.59
6.01,5.00,110.59
6.11,5.00,110.59
6.21,5.00,110.59
6.31,5.00,110.59
6.41,5.00,110.59
6.51,5.00,110.59
6.61,5.00,110.59
6.71,5.00,110.59
6.81,5.00,110.59
6.91,5.00,110.59
7.01,5.00,110.59
7.11,5.00,110.59
7.21,5.00,110.59
7.31,5.00,110.59
7.41,5.50,110.59
7.51,5.00,110.59
7.61,5.00,110.59
7.71,5.00,110.59
7.81,5.00,110.59
7.91,5.00,110.59
8.01,5.00,110.59
8.11,5.00,110.59
8.21,5.00,110.59
8.31,5.00,110.59
8.41,5.00,110.59
8.51,5.00,110.59
8.61,5.00,110.59
8.71,5.00,110.59
8.81,5.00,110.59
8.91,5.50,110.59
9.01,5.00,110.59
9.11,5.00,110.59
9.21,5.00,110.59
9.31,5.00,110.59
9.41,5.00,110.59
9.51,5.00,110.59
9.61,5.00,110.59
9.71,5.00,110.59
9.81,5.00,110.59
9.91,5.00,110.59
10.01,5.00,110.59
10.11,5.00,110.59
10.21,5.00,110.59
10.31,5.00,110.59
10.41,5.00,110.59
10.51,5.00,110.59
10.61,5.00,110.59
10.71,5.00,110.59
10.81,5.00,110.59
10.91,5.00,110.59
11.01,5.00,110.59
11.11,5.00,110.59
11.21,5.00,110.59
11.31,5.00,110.59
11.41,5.00,110.59
11.51,5.00,110.59
11.61,5.00,110.59
11.71,5.00,110.59
11.81,5.00,110.59
11.91,5.00,110.59
12.01,5.00,110.59
12.11,5.00,110.59
12.21,5.00,110.59
12.31,5.00,110.59
12.41,5.00,110.59
12.51,5.00,110.59
12.61,5.00,110.59
12.71,5.00,110.59
12.81,5.00,110.59
12.91,5.00,110.59
13.01,5.00,110.59
13.11,5.00,110.59
13.21,5.00,110.59
13.31,5.00,110.59
13.41,5.00,110.59
13.51,5.00,110.59
13.61,5.00,110.59
13.71,5.00,110.59
13.81,5.00,110.59
13.91,5.00,110.59
14.01,5.00,110.59
14.11,5.00,110.59
14.21,5.00,110.59
14.31,5.00,110.59
14.41,5.00,110.59
14.51,5.00,110.59
14.61,5.00,110.59
14.71,5.00,110.59
14.81,5.00,110.59
14.91,5.00,110.59
15.01,5.00,110.59
15.11,5.00,110.59
15.21,5.00,110.59
15.31,5.00,110.59
15.41,5.00,110.59
15.51,5.00,110.59
15.61,5.00,110.59
15.71,5.00,110.59
15.81,5.00,110.59
15.91,5.00,110.59
16.01,5.00,110.59
16.11,5.00,110.59
16.21,5.00,110.59
16.31,5.00,110.59
16.41,5.00,110.59
16.51,5.00,110.59
16.61,5.00,110.59
16.71,5.00,110.59
16.81,5.00,110.59
16.91,5.00,110.59
17.01,5.00,110.59
17.11,5.00,110.59
17.21,5.00,110.59
17.31,5.00,110.59
17.41,5.00,110.59
17.51,5.00,110.59
17.61,5.00,110.59
17.71,5.00,110.59
17.81,5.00,110.59
17.91,5.00,110.59
18.01,5.00,110.59
18.11,5.00,110.59
18.21,5.00,110.59
18.31,5.00,110.59
18.41,5.00,110.59
18.51,5.00,110.59
18.61,5.00,110.59
18.71,5.00,110.59
18.81,5.00,110.59
18.91,5.00,110.59
19.01,5.00,110.59
19.11,5.00,110.59
19.21,5.00,110.59
19.31,5.00,110.59
19.41,5.00,110.59
19.51,5.00,110.59
19.61,5.00,110.59
19.71,5.00,110.59
19.81,5.00,110.59
19.91,5.10,110.59

Total Execution Time,20.0003,seconds
