time_sec,cpu_percent,memory_mb
0.05,3.90,968.86
0.13,5.30,968.86
0.21,5.00,968.86
0.31,5.00,968.86
0.41,5.00,968.86
0.51,5.00,968.86
0.61,5.00,968.86
0.71,5.00,968.86
0.81,5.00,968.86
0.91,5.00,968.86
1.01,5.00,968.86
1.11,5.00,968.86
1.21,5.50,968.86
1.31,5.00,968.86
1.41,5.00,968.86
1.51,5.00,968.86
1.61,5.00,968.86
1.71,5.00,968.86
1.81,5.00,968.86
1.91,5.00,968.86
2.01,5.00,968.86
2.11,5.00,968.86
2.21,5.00,968.86
2.31,5.00,968.86
2.41,5.00,968.86
2.51,5.00,968.86
2.61,5.00,968.86
2.71,5.00,968.86
2.81,5.00,968.86
2.91,5.00,968.86
3.01,5.50,968.86
3.11,5.00,968.86
3.21,5.00,968.86
3.31,5.00,968.86
3.41,5.00,968.86
3.51,5.00,968.86
3.61,5.00,968.86
3.71,5.00,968.86
3.81,5.00,968.86
3.91,5.00,968.86
4.01,5.00,968.86
4.11,5.00,968.86
4.21,5.00,968.86
4.31,5.00,968.86
4.41,5.00,968.86
4.51,5.00,968.86
4.61,5.00,968.86
4.71,5.00,968.86
4.81,5.00,968.86
4.91,5.00,968.86
5.01,5.00,968.86
5.11,5.00,968.86
5.21,5.00,968.86
5.31,9.00,968.86
5.41,5.00,968.86
5.51,5.00,968.86
5.61,5.00,968.86
5.71,5.00,968.86
5.81,5.00,968.86
5.91,5.00,968.86
6.01,5.00,968.86
6.11,5.50,968.86
6.21,5.00,968.86
6.31,5.00,968.86
6.41,5.00,968.86
6.51,5.00,968.86
6.61,5.50,968.86
6.71,5.00,968.86
6.81,5.00,968.86
6.91,5.00,968.86
7.01,5.00,968.86
7.11,5.00,968.86
7.21,5.00,968.86
7.31,5.00,968.86
7.41,5.00,968.86
7.51,5.00,968.86
7.61,5.00,968.86
7.71,5.00,968.86
7.81,5.00,968.86
7.91,5.00,968.86
8.01,5.00,968.86
8.11,5.00,968.86
8.21,5.00,968.86
8.31,5.00,968.86
8.41,5.00,968.86
8.51,5.00,968.86
8.61,5.00,968.86
8.71,5.00,968.86
8.81,5.00,968.86
8.91,5.00,968.86
9.01,5.00,968.86
9.11,5.00,968.86
9.21,5.00,968.86
9.31,5.00,968.86
9.41,5.50,968.86
9.51,5.00,968.86
9.61,5.00,968.86
9.71,5.00,968.86
9.81,5.00,968.86
9.91,5.00,968.86
10.01,5.00,968.86
10.11,5.00,968.86
10.21,5.00,968.86
10.31,5.00,968.86
10.41,5.00,968.86
10.51,5.00,968.86
10.61,5.00,968.86
10.71,5.00,968.86
10.81,5.00,968.86
10.91,5.00,968.86
11.01,5.00,968.86
11.11,5.00,968.86
11.21,5.00,968.86
11.31,5.00,968.86
11.41,5.00,968.86
11.51,5.50,968.86
11.61,5.00,968.86
11.71,5.00,968.86
11.81,5.00,968.86
11.91,5.00,968.86
12.01,5.00,968.86
12.11,5.00,968.86
12.21,5.00,968.86
12.31,5.00,968.86
12.41,5.00,968.86
12.51,5.00,968.86
12.61,5.00,968.86
12.71,5.00,968.86
12.81,5.00,968.86
12.91,5.00,968.86
13.01,5.00,968.86
13.11,5.00,968.86
13.21,5.50,968.86
13.31,5.00,968.86
13.41,5.00,968.86
13.51,5.00,968.86
13.61,5.00,968.86
13.71,5.00,968.86
13.81,5.00,968.86
13.91,5.00,968.86
14.01,5.50,968.86
14.11,5.00,968.86
14.21,5.00,968.86
14.31,5.00,968.86
14.41,5.00,968.86
14.51,5.00,968.86
14.61,5.00,968.86
14.71,5.00,968.86
14.81,5.00,968.86
14.91,5.50,968.86
15.01,5.50,968.86
15.11,5.00,968.86
15.21,5.00,968.86
15.31,4.50,968.86
15.41,5.00,968.86
15.51,5.00,968.86
15.61,5.00,968.86
15.71,5.50,968.86
15.81,5.00,968.86
15.91,5.00,968.86
16.01,5.00,968.86
16.11,5.00,968.86
16.21,5.00,968.86
16.31,5.00,968.86
16.41,5.00,968.86
16.51,5.00,968.86
16.61,5.00,968.86
16.71,5.00,968.86
16.81,5.00,968.86
16.91,5.00,968.86
17.01,5.00,968.86
17.11,5.00,968.86
17.21,5.50,968.86
17.31,5.00,968.86
17.41,5.00,968.86
17.51,5.00,968.86
17.61,5.00,968.86
17.71,5.00,968.86
17.81,5.00,968.86
17.91,5.00,968.86
18.01,5.00,968.86
18.11,5.00,968.86
18.21,5.00,968.86
18.31,5.50,968.86
18.41,5.00,968.86
18.51,5.00,968.86
18.61,5.50,968.86
18.71,5.00,968.86
18.81,5.00,968.86
18.91,5.00,968.86
19.01,5.00,968.86
19.11,5.00,968.86
19.21,5.00,968.86
19.31,5.00,968.86
19.41,5.00,968.86
19.51,5.00,968.86
19.61,5.00,968.86
19.71,5.00,968.86
19.81,5.00,968.86
19.91,5.00,968.86
20.01,5.00,968.86
20.11,5.00,968.86
20.21,5.50,968.86
20.31,5.00,968.86
20.41,5.00,968.86
20.51,5.00,968.86
20.61,5.00,968.86
20.71,5.00,968.86
20.81,5.00,968.86
20.91,5.00,968.86
21.01,5.50,968.86
21.11,5.00,968.86
21.21,5.00,968.86
21.31,5.00,968.86
21.41,5.00,968.86
21.51,5.00,968.86
21.61,5.50,968.86
21.71,5.00,968.86
21.81,5.00,968.86
21.91,5.00,968.86
22.01,5.00,968.86
22.11,5.00,968.86
22.21,5.00,968.86
22.31,5.00,968.86
22.41,5.00,968.86
22.51,5.00,968.86
22.61,5.00,968.86
22.71,5.00,968.86
22.81,5.00,968.86
22.91,5.50,968.86
23.01,5.00,968.86
23.11,5.00,968.86
23.21,5.00,968.86
23.31,5.00,968.86
23.41,5.00,968.86
23.51,5.00,968.86
23.61,5.00,968.86
23.71,5.00,968.86
23.81,5.00,968.86
23.91,5.00,968.86
24.01,5.50,968.86
24.11,4.50,968.86
24.21,5.00,968.86
24.31,5.00,968.86
24.41,5.00,968.86
24.51,5.00,968.86
24.61,5.00,968.86
24.71,5.00,968.86
24.81,5.50,968.86
24.91,5.00,968.86
25.01,5.00,968.86
25.11,5.00,968.86
25.21,5.00,968.86
25.31,5.50,968.86
25.41,5.00,968.86
25.51,5.00,968.86
25.61,5.00,968.86
25.71,5.00,968.86
25.81,5.00,968.86
25.91,5.00,968.86
26.01,5.00,968.86
26.11,5.00,968.86
26.21,5.00,968.86
26.31,5.50,968.86
26.41,5.00,968.86
26.51,5.00,968.86
26.61,5.00,968.86
26.71,5.00,968.86
26.81,5.00,968.86
26.91,5.00,968.86
27.01,5.00,968.86
27.11,5.50,968.86
27.21,5.00,968.86
27.31,5.00,968.86
27.41,5.00,968.86
27.51,5.00,968.86
27.61,5.00,968.86
27.71,5.00,968.86
27.81,5.00,968.86
27.91,5.00,968.86
28.01,5.00,968.86
28.11,5.00,968.86
28.21,5.50,968.86
28.31,5.00,968.86
28.41,5.00,968.86
28.51,5.00,968.86
28.61,5.00,968.86
28.71,5.00,968.86
28.81,5.00,968.86
28.91,5.50,968.86
29.01,5.00,968.86
29.11,5.00,968.86
29.21,5.00,968.86
29.31,5.00,968.86
29.41,5.00,968.86
29.51,5.00,968.86
29.61,5.00,968.86
29.71,4.50,968.86
29.81,5.00,968.86
29.91,5.00,968.86
30.01,5.00,968.86
30.11,5.50,968.86
30.21,5.50,968.86
30.31,5.00,968.86
30.41,5.00,968.86
30.51,5.00,968.86
30.61,5.00,968.86
30.71,5.00,968.86
30.81,5.00,968.86
30.91,5.00,968.86
31.01,5.00,968.86
31.11,5.50,968.86
31.21,5.00,968.86
31.31,5.00,968.86
31.41,5.00,968.86
31.51,5.00,968.86
31.61,5.00,968.86
31.71,5.00,968.86
31.81,5.00,968.86
31.91,5.00,968.86
32.01,5.00,968.86
32.11,5.50,968.86
32.21,5.00,968.86
32.31,5.00,968.86
32.41,5.00,968.86
32.51,5.00,968.86
32.61,5.00,968.86
32.71,5.50,968.86
32.81,5.00,968.86
32.91,5.00,968.86
33.01,5.00,968.86
33.11,5.00,968.86
33.21,5.00,968.86
33.31,5.00,968.86
33.41,5.00,968.86
33.51,5.50,968.86
33.61,5.00,968.86
33.71,5.00,968.86
33.81,5.00,968.86
33.91,5.00,968.86
34.01,5.00,968.86
34.11,5.00,968.86
34.21,5.00,968.86
34.31,5.50,968.86
34.41,5.00,968.86
34.51,5.00,968.86
34.61,5.00,968.86
34.71,5.00,968.86
34.81,5.00,968.86
34.91,5.00,968.86
35.01,5.00,968.86
35.11,5.00,968.86
35.21,5.50,968.86
35.31,5.00,968.86
35.41,5.00,968.86
35.51,5.00,968.86
35.61,5.50,968.86
35.71,5.00,968.86
35.81,5.00,968.86
35.91,4.50,968.86
36.01,5.00,968.86
36.11,5.50,968.86
36.21,5.00,968.86
36.31,5.50,968.86
36.41,5.00,968.86
36.51,5.00,968.86
36.61,5.00,968.86
36.71,5.00,968.86
36.81,5.00,968.86
36.91,5.00,968.86
37.01,5.00,968.86
37.11,5.50,968.86
37.21,5.00,968.86
37.31,5.00,968.86
37.41,5.00,968.86
37.51,5.00,968.86
37.61,5.00,968.86
37.71,5.00,968.86
