time_sec,cpu_percent,memory_mb
0.03,6.20,110.39
0.11,5.20,110.39
0.21,5.00,110.39
0.31,5.00,110.39
0.41,4.80,110.39
0.51,5.00,110.39
0.61,5.30,110.39
0.71,4.80,110.39
0.81,5.30,110.39
0.91,4.80,110.39
1.01,5.00,110.39
1.11,5.30,110.39
1.21,4.80,110.39
1.31,5.20,110.39
1.41,5.00,110.39
1.51,5.00,110.39
1.61,4.80,110.39
1.71,5.00,110.39
1.81,5.30,110.39
1.91,4.80,110.39
2.01,5.00,110.39
2.11,5.30,110.39
2.21,5.00,110.39
2.31,5.00,110.39
2.41,5.00,110.39
2.51,5.00,110.39
2.61,5.50,110.39
2.71,5.00,110.39
2.81,4.80,110.39
2.91,5.20,110.39
3.01,4.80,110.39
3.11,5.00,110.39
3.21,5.30,110.39
3.31,4.80,110.39
3.41,5.00,110.39
3.51,5.00,110.39
3.61,5.30,110.39
3.71,4.80,110.39
3.81,5.00,110.39
3.91,5.30,110.39
4.01,5.00,110.39
4.11,5.00,110.39
4.21,4.80,110.39
4.31,5.00,110.39
4.41,5.00,110.39
4.51,5.30,110.39
4.61,5.00,110.39
4.71,4.80,110.39
4.81,5.00,110.39
4.91,5.00,110.39
5.01,5.00,110.39
5.11,5.30,110.39
5.21,4.80,110.39
5.31,5.30,110.39
5.41,4.80,110.39
5.51,5.00,110.39
5.61,5.30,110.39
5.71,4.80,110.39
5.81,5.30,110.39
5.91,5.00,110.39
6.01,4.80,110.39
6.11,5.00,110.39
6.21,5.00,110.39
6.31,5.30,110.39
6.41,5.00,110.39
6.51,4.80,110.39
6.61,5.00,110.39
6.71,5.00,110.39

Total Execution Time,6.8003,seconds
