time_sec,cpu_percent,memory_mb
0.04,3.20,117.85
0.11,5.20,117.85
0.21,5.20,117.85
0.31,5.00,117.85
0.41,4.80,117.85
0.51,5.00,117.85
0.61,5.00,117.85
0.71,5.00,117.85
0.81,5.00,117.85
0.91,5.00,117.85
1.01,5.00,117.85
1.11,5.50,117.85
1.21,5.00,117.85
1.31,5.00,117.85
1.41,5.00,117.85
1.51,5.00,117.85
1.61,5.00,117.85
1.71,5.00,117.85
1.81,5.00,117.85
1.91,5.00,117.85
2.01,5.50,117.85
2.11,5.00,117.85
2.21,5.00,117.85
2.31,5.00,117.85
2.41,5.00,117.85
2.51,5.00,117.85
2.61,5.00,117.85
2.71,5.00,117.85
2.81,5.50,117.85
2.91,5.00,117.85
3.01,5.00,117.85
3.11,5.00,117.85
3.21,5.00,117.85
3.31,5.00,117.85
3.41,5.00,117.85
3.51,5.00,117.85
3.61,5.00,117.85
3.71,5.50,117.85
3.81,5.00,117.85
3.91,5.00,117.85
4.01,5.00,117.85
4.11,5.00,117.85
4.21,5.00,117.85
4.31,5.00,117.85
4.41,5.00,117.85
4.51,5.00,117.85
4.61,5.00,117.85
4.71,5.50,117.85
4.81,5.00,117.85
4.91,5.00,117.85
5.01,5.00,117.85
5.11,5.00,117.85
5.21,5.00,117.85
5.31,5.00,117.85
5.41,5.00,117.85
5.51,5.50,117.85
5.61,5.00,117.85
5.71,5.00,117.85
5.81,5.00,117.85
5.91,5.00,117.85
6.01,5.00,117.85
6.11,5.00,117.85
6.21,5.00,117.85
6.31,5.00,117.85
6.41,5.50,117.85
6.51,5.00,117.85
6.61,5.00,117.85
6.71,5.00,117.85
6.81,5.00,117.85
6.91,5.00,117.85
7.01,5.00,118.00
7.11,5.50,118.00
7.21,5.00,118.00
7.31,5.00,118.00
7.41,5.00,118.00
7.51,5.00,118.00
7.61,5.00,118.00
7.71,5.00,118.00
7.81,5.50,118.00
7.91,5.00,118.00
8.01,5.00,118.16
8.11,5.00,118.16
8.21,5.00,118.16
8.31,5.00,118.16
8.41,5.00,118.16
8.51,5.00,118.16
8.61,5.00,118.16
8.71,5.00,118.16
8.81,5.50,118.16
8.91,5.00,118.16
9.01,5.00,118.16
9.11,5.00,118.16
9.21,5.00,118.16
9.31,5.00,118.16
9.41,5.00,118.16
9.51,5.50,118.16
9.61,5.00,118.16
9.71,4.50,118.32
9.81,5.50,118.32
9.91,5.00,118.32
10.01,5.00,118.32
10.11,4.50,118.32
10.21,5.00,118.32
10.31,5.50,118.32
10.41,5.50,118.32
10.51,5.00,118.32
10.61,4.50,118.32
10.71,5.00,118.32
10.81,5.50,118.32
10.91,5.00,118.32
11.01,5.00,118.32
11.11,5.50,118.32
11.21,5.00,118.32
11.31,5.00,118.32
11.41,5.00,118.32
11.51,5.00,118.32
11.61,5.00,118.32
11.71,4.50,118.32
11.81,5.50,118.32
11.91,5.00,118.32
12.01,5.00,118.32
12.11,5.00,118.32
12.21,5.00,118.32
12.31,5.00,118.32
12.41,5.00,118.32
12.51,5.50,118.32
12.61,5.00,118.32
12.71,5.00,118.32
12.81,5.00,118.32
12.91,5.00,118.32
13.01,5.00,118.32
13.11,5.00,118.32
13.21,5.00,118.32
13.31,5.00,118.32
13.41,5.00,118.32
13.51,5.50,118.32
13.61,5.00,118.32
13.71,5.00,118.32
13.81,5.00,118.32
13.91,5.00,118.32
14.01,5.00,118.32
14.11,5.00,118.32
14.21,5.50,118.32
14.31,5.00,118.32
14.41,5.00,118.32
14.51,5.00,118.32
14.61,5.00,118.32
14.71,5.00,118.32
14.81,5.00,118.32
14.91,5.00,118.32
15.01,5.00,118.32
15.11,5.50,118.32
15.21,5.00,118.32
15.31,5.00,118.32
15.41,5.00,118.32
15.51,5.00,118.32
15.61,5.00,118.32
15.71,5.00,118.32
15.81,5.00,118.32
15.91,5.00,118.32
16.01,5.50,118.32
16.11,5.00,118.32
16.21,5.00,118.32
16.31,5.00,118.32
16.41,5.00,118.32
16.51,5.00,118.32
16.61,5.00,118.32
16.71,5.00,118.32
16.81,5.00,118.47
16.91,5.50,118.47
17.01,5.00,118.47
17.11,5.00,118.47
17.21,5.00,118.47
17.31,5.00,118.47
17.41,5.00,118.47
17.51,5.50,118.47
17.61,5.00,118.47
17.71,5.00,118.47
17.81,5.00,118.63
17.91,5.00,118.63
18.01,5.00,118.63
18.11,5.00,118.63
18.21,5.00,118.63
18.31,5.00,118.63
18.41,5.00,118.63
18.51,5.50,118.63
18.61,5.00,118.63
18.71,5.00,118.63
18.81,5.00,118.79

Total Execution Time,18.9003,seconds
